3.310223998999999822e+02 -4.323085187785403322e-02
3.311306763000000046e+02 -4.323085187785403322e-02
3.312389526000000046e+02 -4.323085187785403322e-02
3.313472595000000069e+02 -4.323085187785403322e-02
3.314555358999999726e+02 -4.323085187785403322e-02
3.315638427999999749e+02 -4.323085187785403322e-02
3.316721496999999772e+02 -4.323085187785403322e-02
3.317804871000000162e+02 -4.323085187785403322e-02
3.318887938999999960e+02 -4.323085187785403322e-02
3.319971312999999782e+02 -4.323085187785403322e-02
3.321054687999999828e+02 -4.323085187785403322e-02
3.322138062000000218e+02 -4.323085187785403322e-02
3.323221740999999838e+02 -4.323085187785403322e-02
3.324305115000000228e+02 -4.323085187785403322e-02
3.325388793999999848e+02 -4.323085187785403322e-02
3.326472473000000036e+02 -4.323085187785403322e-02
3.327556458000000248e+02 -4.323085187785403322e-02
3.328640136999999868e+02 -4.323085187785403322e-02
3.329724120999999855e+02 -4.323085187785403322e-02
3.330808104999999841e+02 -4.323085187785403322e-02
3.331892090000000053e+02 -4.323085187785403322e-02
3.332976074000000040e+02 -4.323085187785403322e-02
3.334060364000000050e+02 -4.323085187785403322e-02
3.335144652999999835e+02 -4.323085187785403322e-02
3.336228942999999845e+02 -4.323085187785403322e-02
3.337313232000000198e+02 -4.323085187785403322e-02
3.338397827000000007e+02 -4.323085187785403322e-02
3.339482421999999815e+02 -4.323085187785403322e-02
3.340567017000000192e+02 -4.323085187785403322e-02
3.341651610999999775e+02 -4.323085187785403322e-02
3.342736206000000152e+02 -4.323085187785403322e-02
3.343821105999999759e+02 -4.323085187785403322e-02
3.344906005999999934e+02 -4.323085187785403322e-02
3.345990906000000109e+02 -4.323085187785403322e-02
3.347075805999999716e+02 -4.323085187785403322e-02
3.348160705999999891e+02 -4.323085187785403322e-02
3.349245910999999865e+02 -4.323085187785403322e-02
3.350331115999999838e+02 -4.323085187785403322e-02
3.351416320999999812e+02 -4.323085187785403322e-02
3.352501525999999785e+02 -4.323085187785403322e-02
3.353587036000000126e+02 -4.323085187785403322e-02
3.354672545999999898e+02 -4.323085187785403322e-02
3.355758056999999894e+02 -4.323085187785403322e-02
3.356843567000000235e+02 -4.323085187785403322e-02
3.357929381999999805e+02 -4.323085187785403322e-02
3.359014892999999802e+02 -4.323085187785403322e-02
3.360100707999999941e+02 -4.323085187785403322e-02
3.361186523000000079e+02 -4.323085187785403322e-02
3.362272644000000241e+02 -4.323085187785403322e-02
3.363358458999999812e+02 -4.323085187785403322e-02
3.364444579999999974e+02 -4.323085187785403322e-02
3.365530701000000136e+02 -4.323085187785403322e-02
3.366616821000000073e+02 -4.323085187785403322e-02
3.367703247000000033e+02 -4.323085187785403322e-02
3.368789368000000195e+02 -4.323085187785403322e-02
3.369875792999999931e+02 -4.323085187785403322e-02
3.370962218999999891e+02 -4.323085187785403322e-02
3.372048644999999851e+02 -4.323085187785403322e-02
3.373135376000000178e+02 -4.323085187785403322e-02
3.374222106999999937e+02 -4.323085187785403322e-02
3.375308838000000264e+02 -4.323085187785403322e-02
3.376395569000000023e+02 -4.323085187785403322e-02
3.377482299999999782e+02 -4.323085187785403322e-02
3.378569335999999907e+02 -4.323085187785403322e-02
3.379656372000000033e+02 -4.323085187785403322e-02
3.380743408000000159e+02 -4.323085187785403322e-02
3.381830444000000284e+02 -4.323085187785403322e-02
3.382917479999999841e+02 -4.323085187785403322e-02
3.384004821999999990e+02 -4.323085187785403322e-02
3.385092162999999914e+02 -4.323085187785403322e-02
3.386179503999999838e+02 -4.323085187785403322e-02
3.387267150999999785e+02 -4.323085187785403322e-02
3.388354492000000278e+02 -4.323085187785403322e-02
3.389442139000000225e+02 -4.323085187785403322e-02
3.390529784999999947e+02 -4.323085187785403322e-02
3.391617431999999894e+02 -4.323085187785403322e-02
3.392705382999999983e+02 -4.323085187785403322e-02
3.393793029999999931e+02 -4.323085187785403322e-02
3.394880981000000020e+02 -4.323085187785403322e-02
3.395968932999999765e+02 -4.323085187785403322e-02
3.397056885000000079e+02 -4.323085187785403322e-02
3.398145142000000192e+02 -4.323085187785403322e-02
3.399233398000000079e+02 -4.323085187785403322e-02
3.400321655000000192e+02 -4.323085187785403322e-02
3.401409911999999736e+02 -4.323085187785403322e-02
3.402498168999999848e+02 -4.323085187785403322e-02
3.403586730999999759e+02 -4.323085187785403322e-02
3.404675293000000238e+02 -4.323085187785403322e-02
3.405763855000000149e+02 -4.323085187785403322e-02
3.406852417000000059e+02 -4.323085187785403322e-02
3.407940978999999970e+02 -4.323085187785403322e-02
3.409029846000000248e+02 -4.323085187785403322e-02
3.410118712999999957e+02 -4.323085187785403322e-02
3.411207580999999891e+02 -4.323085187785403322e-02
3.412296448000000169e+02 -4.323085187785403322e-02
3.413385620000000245e+02 -4.323085187785403322e-02
3.414474791999999752e+02 -4.323085187785403322e-02
